What is 141 minus 906?,-765,105398,23,8292,9387,banana,house,A
What is 103 minus 753?,-650,728626,7703,7747,79,banana,house,A
What is 160 minus 788?,-628,242161,2643,5455,72,banana,house,A
What is 649 minus 244?,107,32085,405,583,7,banana,house,C
What is 296 minus 613?,-317,2823,2994,54,931251,banana,house,A
What is 775 minus 265?,243,3,334,510,82379,banana,house,D
What is 251 minus 285?,-34,279,3,47212,669,banana,house,A
What is 113 minus 648?,-535,263100,51,5550,8717,banana,house,A
What is 638 minus 297?,14187,341,466,5,720,banana,house,B
What is 101 minus 379?,-278,1639,2511,380993,80,banana,house,A
What is 563 minus 719?,-156,2897,4738,57,919729,banana,house,A
What is 204 minus 821?,-617,2891,5034,54,799414,banana,house,A
What is 130 minus 945?,-815,4182,50,6151,917646,banana,house,A
What is 553 minus 249?,268,304,87601,884,9,banana,house,B
What is 234 minus 945?,-711,1125,223375,47,8154,banana,house,A
What is 754 minus 817?,-63,468,780,8,82944,banana,house,A
What is 141 minus 713?,-572,130629,40,8608,9588,banana,house,A
What is 230 minus 653?,-423,1281,13,2192,414679,banana,house,A
What is 204 minus 736?,-532,41,415917,5713,6397,banana,house,A
What is 179 minus 727?,-548,3068,6454,75,897914,banana,house,A
What is 197 minus 771?,-574,5303,5717,682662,70,banana,house,A
What is 519 minus 919?,-400,235153,5715,8440,90,banana,house,A
What is 663 minus 137?,187,279,526,9,98360,banana,house,C
What is 668 minus 724?,-56,123,328,39099,7,banana,house,A
What is 874 minus 452?,1,422,609,672,98301,banana,house,B
What is 332 minus 575?,-243,22,2890,332698,3390,banana,house,A
What is 943 minus 776?,167,42844,735,8,842,banana,house,A
What is 345 minus 941?,-596,1225,50,7594,953877,banana,house,A
What is 439 minus 665?,-226,6294,6643,73,922343,banana,house,A
What is 481 minus 706?,-225,1341,6014,79,896456,banana,house,A
What is 384 minus 291?,10,7,8043,83,93,banana,house,E
What is 680 minus 752?,-72,150,5,57092,806,banana,house,A
What is 256 minus 632?,-376,11,495588,8031,9900,banana,house,A
What is 168 minus 845?,-677,1794,52,540798,7365,banana,house,A
What is 570 minus 346?,224,339,5,563,58661,banana,house,A
What is 554 minus 144?,184,28861,410,508,6,banana,house,C
What is 554 minus 524?,21,2132,30,38,7,banana,house,C
What is 406 minus 701?,-295,1959,3293,330636,55,banana,house,A
What is 750 minus 120?,387,4,624,630,72771,banana,house,D
What is 840 minus 508?,3,332,728,730,93905,banana,house,B
What is 727 minus 969?,-242,415929,44,5845,7517,banana,house,A
What is 570 minus 892?,-322,3954,51,9173,941699,banana,house,A
What is 997 minus 931?,11,4017,5,66,78,banana,house,D
What is 346 minus 861?,-515,32,322918,3307,5104,banana,house,A
What is 408 minus 624?,-216,1078,1522,183903,45,banana,house,A
What is 565 minus 826?,-261,24,3064,6043,855128,banana,house,A
