What is 8190 minus 4432?,1266,14,241246,3401,3758,banana,house,E
What is 6726 minus 9671?,-2945,439,4589117,55364,66167,banana,house,A
What is 4935 minus 8695?,-3760,5059317,72497,73191,913,banana,house,A
What is 1301 minus 4277?,-2976,23031,59614,607,9070367,banana,house,A
What is 2773 minus 3635?,-862,2765,396926,57,7810,banana,house,A
What is 9970 minus 8872?,1098,1206,23,250551,3518,banana,house,A
What is 5302 minus 1943?,3269,3359,453386,47,7143,banana,house,B
What is 6263 minus 1389?,1947,47,4874,6604,718506,banana,house,C
What is 1513 minus 9311?,-7798,14781,4502761,677,97268,banana,house,A
What is 9126 minus 7577?,1549,4881,634775,76,8507,banana,house,A
What is 8836 minus 3213?,22,510756,5623,6076,7185,banana,house,C
What is 4515 minus 1216?,3299,41,4312,5621,651710,banana,house,A
What is 4600 minus 1973?,1450,1490,183328,2627,84,banana,house,D
What is 5768 minus 4660?,1108,3578,422136,6126,88,banana,house,A
What is 4703 minus 1290?,23,3413,5554,558943,9056,banana,house,B
What is 7762 minus 6146?,1616,260016,5447,59,7771,banana,house,A
What is 9388 minus 9135?,23077,253,299,6,809,banana,house,B
What is 9550 minus 7186?,2364,262742,3380,3568,53,banana,house,A
What is 8411 minus 6362?,10,1912,2049,273993,7622,banana,house,C
What is 3087 minus 5092?,-2005,14896,26992,329,5814557,banana,house,A
What is 1638 minus 7099?,-5461,2712694,562,60101,71354,banana,house,A
What is 4022 minus 6888?,-2866,20330,477,96415,9701622,banana,house,A
What is 1712 minus 5299?,-3587,23407,3785047,77709,971,banana,house,A
What is 9304 minus 1196?,2137,522101,62,6518,8108,banana,house,E
What is 8067 minus 1711?,2880,328075,33,6356,9884,banana,house,D
What is 3082 minus 8992?,-5910,400,5620628,79101,82525,banana,house,A
What is 8961 minus 1551?,186924,4173,63,7252,7410,banana,house,E
What is 6347 minus 3302?,3045,438647,7404,8760,88,banana,house,A
What is 5617 minus 5960?,-343,11,251778,3544,5963,banana,house,A
What is 3622 minus 5252?,-1630,29552,357,7591537,82787,banana,house,A
What is 4135 minus 2155?,1980,40,5002,584466,8561,banana,house,A
What is 2258 minus 5918?,-3660,15446,2236034,331,58102,banana,house,A
What is 2800 minus 9732?,-6932,14137,29988,489,7386221,banana,house,A
What is 2995 minus 5318?,-2323,25928,5169748,880,89204,banana,house,A
What is 7697 minus 1104?,13,2397,376503,6593,7278,banana,house,D
What is 8441 minus 2515?,23,3033,5926,9214,954151,banana,house,C
What is 3051 minus 6166?,-3115,3399386,59593,792,96216,banana,house,A
What is 5977 minus 8965?,-2988,4547011,63635,665,83426,banana,house,A
What is 5742 minus 2038?,1741,182304,3704,43,4611,banana,house,C
What is 5602 minus 2527?,208679,2142,3075,4244,76,banana,house,C
What is 2816 minus 2696?,109,120,21262,419,6,banana,house,B
What is 4792 minus 3565?,1227,2897,6158,66,715772,banana,house,A
