What is 80 plus 29?,109,378,388,4,54942,banana,house,A
What is 36 plus 97?,133,5,749,76244,973,banana,house,A
What is 72 plus 42?,114,152,2,93136,966,banana,house,A
What is 64 plus 45?,103,109,145,27146,6,banana,house,B
What is 91 plus 43?,134,265,8,82309,859,banana,house,A
What is 64 plus 81?,109,145,2,214,29536,banana,house,B
What is 79 plus 14?,3426,57,84,9,93,banana,house,E
What is 65 plus 26?,15,1653,49,6,91,banana,house,E
What is 55 plus 36?,2,41,6794,91,97,banana,house,D
What is 81 plus 62?,143,3,41029,735,867,banana,house,A
What is 30 plus 32?,13,32,6,62,7745,banana,house,D
What is 95 plus 41?,136,2,263,373,60140,banana,house,A
What is 14 plus 70?,35,38,6728,8,84,banana,house,E
What is 49 plus 39?,13,38,4,7528,88,banana,house,E
What is 52 plus 45?,18,45,6,9346,97,banana,house,E
What is 61 plus 96?,13617,157,6,649,963,banana,house,B
What is 24 plus 43?,1626,32,5,67,84,banana,house,D
What is 23 plus 86?,109,453,544,6,67199,banana,house,A
What is 87 plus 75?,162,218,4,43386,494,banana,house,A
What is 15 plus 65?,10,4228,76,80,9,banana,house,D
What is 56 plus 65?,121,171,6,780,91678,banana,house,A
What is 50 plus 94?,144,227,5,76469,968,banana,house,A
What is 49 plus 95?,144,434,48752,518,7,banana,house,A
What is 80 plus 26?,106,296,530,7,98777,banana,house,A
What is 32 plus 88?,120,408,682,7,81819,banana,house,A
What is 10 plus 48?,36,46,58,6279,7,banana,house,C
What is 69 plus 66?,135,4,552,77000,791,banana,house,A
What is 70 plus 31?,101,186,5,774,77561,banana,house,A
What is 94 plus 91?,185,2,40784,443,734,banana,house,A
What is 96 plus 49?,145,29313,330,4,925,banana,house,A
What is 13 plus 15?,2,28,41,70,8461,banana,house,B
What is 63 plus 90?,153,299,689,7,74799,banana,house,A
What is 61 plus 41?,1,102,23970,251,771,banana,house,B
What is 64 plus 38?,102,280,70889,9,923,banana,house,A
What is 16 plus 81?,25,3184,41,8,97,banana,house,E
What is 69 plus 95?,164,6,643,672,68008,banana,house,A
What is 88 plus 74?,162,536,68446,9,950,banana,house,A
What is 30 plus 70?,100,365,4,560,93579,banana,house,A
What is 45 plus 76?,121,4,45992,596,741,banana,house,A
What is 66 plus 19?,40,46,5,6502,85,banana,house,E
What is 50 plus 79?,129,182,241,3,40311,banana,house,A
What is 59 plus 98?,157,18418,256,4,823,banana,house,A
What is 63 plus 62?,125,438,64496,655,8,banana,house,A
What is 17 plus 36?,1,53,59,63,7232,banana,house,B
What is 71 plus 10?,48,55,7,7865,81,banana,house,E
What is 78 plus 79?,157,4,717,73993,919,banana,house,A
What is 38 plus 44?,1,65,72,7371,82,banana,house,E
What is 53 plus 95?,148,31632,7,795,917,banana,house,A
What is 69 plus 26?,1,7455,78,89,95,banana,house,E
What is 85 plus 82?,127,167,2,778,94246,banana,house,B
What is 64 plus 27?,1,33,5262,69,91,banana,house,E
What is 58 plus 51?,109,316,54236,565,6,banana,house,A
What is 58 plus 45?,103,43065,7,870,951,banana,house,A
What is 20 plus 70?,1,12,6733,79,90,banana,house,E
What is 38 plus 93?,1,131,14067,170,899,banana,house,B
What is 41 plus 35?,12,3,4908,76,89,banana,house,D
What is 26 plus 70?,24,4,8619,95,96,banana,house,E
What is 99 plus 42?,141,3,477,885,89415,banana,house,A
