What is 0 plus 0?,0,1,2,859,banana,house,,A
What is 0 plus 1?,1,328,4,5,banana,house,,A
What is 0 plus 2?,189,2,3,9,banana,house,,B
What is 0 plus 3?,1,130,3,7,banana,house,,C
What is 0 plus 4?,2,4,716,9,banana,house,,B
What is 0 plus 5?,1,303,5,9,banana,house,,C
What is 0 plus 6?,325,6,7,9,banana,house,,B
What is 0 plus 7?,5,7,8,928,banana,house,,B
What is 0 plus 8?,1,3,8,814,banana,house,,C
What is 0 plus 9?,384,6,7,9,banana,house,,D
What is 1 plus 0?,1,3,4,881,banana,house,,A
What is 1 plus 1?,199,2,6,7,banana,house,,B
What is 1 plus 2?,3,6,718,banana,house,,,A
What is 1 plus 3?,1,4,5,847,banana,house,,B
What is 1 plus 4?,227,5,8,9,banana,house,,B
What is 1 plus 5?,2,6,665,7,banana,house,,B
What is 1 plus 6?,5,6,691,7,banana,house,,D
What is 1 plus 7?,146,2,4,8,banana,house,,D
What is 1 plus 8?,181,4,5,9,banana,house,,D
What is 1 plus 9?,10,22,39,5554,7,banana,house,A
What is 2 plus 0?,2,266,6,8,banana,house,,A
What is 2 plus 1?,3,314,6,banana,house,,,A
What is 2 plus 2?,2,4,5,723,banana,house,,B
What is 2 plus 3?,3,5,846,9,banana,house,,B
What is 2 plus 4?,3,4,573,6,banana,house,,D
What is 2 plus 5?,324,5,7,9,banana,house,,C
What is 2 plus 6?,1,334,6,8,banana,house,,D
What is 2 plus 7?,1,510,6,9,banana,house,,D
What is 2 plus 8?,10,18,4,44,6155,banana,house,A
What is 2 plus 9?,11,37,7482,8,93,banana,house,A
What is 3 plus 0?,242,3,5,8,banana,house,,B
What is 3 plus 1?,369,4,9,banana,house,,,B
What is 3 plus 2?,470,5,7,banana,house,,,B
What is 3 plus 3?,3,4,6,621,banana,house,,C
What is 3 plus 4?,2,7,8,873,banana,house,,B
What is 3 plus 5?,1,2,256,8,banana,house,,D
What is 3 plus 6?,3,7,710,9,banana,house,,D
What is 3 plus 7?,10,18,59,7,8668,banana,house,A
What is 3 plus 8?,11,1188,42,77,9,banana,house,A
What is 3 plus 9?,12,24,5371,9,97,banana,house,A
What is 4 plus 0?,2,4,400,6,banana,house,,B
What is 4 plus 1?,3,5,564,7,banana,house,,B
What is 4 plus 2?,1,5,6,612,banana,house,,C
What is 4 plus 3?,208,3,7,9,banana,house,,C
What is 4 plus 4?,5,723,8,9,banana,house,,C
What is 4 plus 5?,3,4,482,9,banana,house,,D
What is 4 plus 6?,10,1009,30,79,9,banana,house,A
What is 4 plus 7?,11,1319,51,8,86,banana,house,A
What is 4 plus 8?,12,24,4923,5,56,banana,house,A
What is 4 plus 9?,13,17,2,2403,40,banana,house,A
What is 5 plus 0?,2,5,8,878,banana,house,,B
What is 5 plus 1?,231,3,6,9,banana,house,,C
What is 5 plus 2?,269,7,8,9,banana,house,,B
What is 5 plus 3?,5,8,9,993,banana,house,,B
What is 5 plus 4?,4,652,7,9,banana,house,,D
What is 5 plus 5?,10,35,5,7537,98,banana,house,A
What is 5 plus 6?,11,6,8177,93,95,banana,house,A
What is 5 plus 7?,12,2,5061,67,76,banana,house,A
What is 5 plus 8?,13,1344,18,38,6,banana,house,A
What is 5 plus 9?,14,4,4608,80,85,banana,house,A
What is 6 plus 0?,1,2,6,824,banana,house,,C
What is 6 plus 1?,1,169,4,7,banana,house,,D
What is 6 plus 2?,1,172,6,8,banana,house,,D
What is 6 plus 3?,4,5,785,9,banana,house,,D
What is 6 plus 4?,10,3167,37,72,9,banana,house,A
What is 6 plus 5?,11,4981,8,83,banana,house,,A
What is 6 plus 6?,12,2545,4,62,70,banana,house,A
What is 6 plus 7?,13,22,6804,7,94,banana,house,A
What is 6 plus 8?,14,1887,62,64,8,banana,house,A
What is 6 plus 9?,15,1993,2,93,96,banana,house,A
What is 7 plus 0?,2,354,6,7,banana,house,,D
What is 7 plus 1?,4,649,8,banana,house,,,C
What is 7 plus 2?,3,532,8,9,banana,house,,D
What is 7 plus 3?,10,33,45,5092,8,banana,house,A
What is 7 plus 4?,11,19,2604,66,9,banana,house,A
What is 7 plus 5?,12,1241,16,9,93,banana,house,A
What is 7 plus 6?,13,21,3,40,7658,banana,house,A
What is 7 plus 7?,14,4,71,72,7570,banana,house,A
What is 7 plus 8?,1035,15,17,31,7,banana,house,B
What is 7 plus 9?,16,43,5673,59,8,banana,house,A
What is 8 plus 0?,7,777,8,9,banana,house,,C
What is 8 plus 1?,294,3,78,8,9,banana,house,E
What is 8 plus 2?,1,10,37,47,9883,banana,house,B
What is 8 plus 3?,1,11,17,1821,50,banana,house,B
What is 8 plus 4?,12,71,84,9,9701,banana,house,A
What is 8 plus 5?,13,17,2312,30,9,banana,house,A
What is 8 plus 6?,14,18,2,33,4853,banana,house,A
What is 8 plus 7?,15,1651,25,4,61,banana,house,A
What is 8 plus 8?,16,20,7,89,9565,banana,house,A
What is 8 plus 9?,17,4,43,50,6147,banana,house,A
What is 9 plus 0?,4,5,505,78,9,banana,house,E
What is 9 plus 1?,10,26,5,8491,95,banana,house,A
What is 9 plus 2?,1,11,19,50,8508,banana,house,B
What is 9 plus 3?,12,2,2200,82,89,banana,house,A
What is 9 plus 4?,13,37,5345,78,9,banana,house,A
What is 9 plus 5?,14,2,26,5002,54,banana,house,A
What is 9 plus 6?,15,3,46,57,8179,banana,house,A
What is 9 plus 7?,1128,16,48,79,9,banana,house,B
What is 9 plus 8?,17,2697,5,80,95,banana,house,A
What is 9 plus 9?,18,2,27,2753,43,banana,house,A
