What is 5431 times 3918?,14403173,21278658,34091440,4551115917,619320,banana,house,B
What is 5698 times 4555?,16073381,20558868,25954390,2964574134,577553,banana,house,C
What is 3719 times 3349?,12454931,366126,72650510,85344195,9033198939,banana,house,A
What is 9301 times 4153?,38627053,407292,63715764,75315479,8420079593,banana,house,A
What is 1540 times 2344?,3609760,605916297,7574665,9156173,94036,banana,house,A
What is 9680 times 8376?,1246332700,38645378,77466237,81079680,900042,banana,house,D
What is 2701 times 2044?,1555090,4466387,475886029,5520844,95578,banana,house,D
What is 3820 times 3464?,13232480,333330,37900907,5144868117,81085832,banana,house,A
What is 3423 times 4446?,15218658,451719,5484959284,72472611,76276279,banana,house,A
What is 5694 times 9589?,14022869,54599766,6098622896,63355970,784705,banana,house,B
What is 5565 times 7539?,41954535,43600929,529666,5443759552,83670555,banana,house,A
What is 2796 times 3774?,10552104,24070060,515253,66119220,6868771874,banana,house,A
What is 6095 times 3126?,19052970,3013603613,359660,72690828,88590173,banana,house,A
What is 3167 times 2978?,20144,5996836,7390033,895925823,9431326,banana,house,E
What is 7316 times 1570?,11486120,2632324713,51858482,73562958,801908,banana,house,A
What is 1826 times 3438?,415416000,44542,6277788,7152929,8168348,banana,house,C
What is 2352 times 1729?,4066608,4328751,5449047,599202494,74131,banana,house,A
What is 1542 times 3735?,14309,454494899,5759370,7953090,8690709,banana,house,C
What is 1173 times 4368?,32069,355189323,5123664,6391974,7938276,banana,house,C
What is 8390 times 4061?,2706060995,34071790,46806554,63283208,799974,banana,house,B
What is 5818 times 9803?,189157,21599317,57033854,57953155,7032709970,banana,house,C
What is 7437 times 4855?,33614475,34982678,36106635,7031247778,805993,banana,house,C
What is 2167 times 2890?,2290777,461620442,6262630,76673,9244074,banana,house,C
What is 2868 times 3944?,11311392,2950366936,56659544,845981,90903918,banana,house,A
What is 2264 times 7642?,17301488,246398,4276028840,49080100,90108427,banana,house,A
What is 3142 times 3327?,10453434,2104867931,43119886,56728045,672817,banana,house,A
What is 8259 times 6412?,190847,52956708,62380105,7399326723,74210676,banana,house,B
What is 7133 times 8939?,31458327,31715954,4764928170,63761887,802429,banana,house,D
What is 8143 times 8092?,11887210,3403575554,65893156,713738,77062039,banana,house,C
What is 4848 times 5630?,16395620,27294240,310787,4447324174,78957881,banana,house,B
What is 8731 times 9376?,3729493202,39278399,62662382,81861856,991585,banana,house,D
What is 6761 times 3990?,26976390,62218934,647826,65653116,7037918323,banana,house,A
What is 9481 times 1386?,12970258,13140666,604710,7824021560,82758669,banana,house,B
What is 7833 times 6503?,1212435655,126470,16825148,42021884,50937999,banana,house,E
What is 3344 times 8938?,11814693,29888672,4497016550,58935206,745831,banana,house,B
What is 5602 times 8706?,10768681,262936,3406532339,48771012,93052838,banana,house,D
What is 4847 times 4639?,1478721937,21676352,22485233,377730,70747469,banana,house,C
What is 8737 times 5729?,33695397,50054273,623051,70340868,7745580128,banana,house,B
What is 5260 times 3585?,18857100,4762374661,65913465,76940549,877442,banana,house,A
What is 5036 times 5039?,1920266305,25376404,63045568,635570,87055458,banana,house,B
What is 6068 times 1487?,191775266,3916908,77510,8907588,9023116,banana,house,E
What is 6662 times 9230?,24068269,61490260,799479,94641030,9913370628,banana,house,B
What is 9211 times 1417?,13051987,4226214422,77936618,89124666,958636,banana,house,A
What is 9753 times 2022?,12605566,1892734101,19720566,45268854,755329,banana,house,C
What is 7455 times 3899?,29067045,29675252,381739,68732528,8635204733,banana,house,A
What is 6395 times 3081?,19702995,34921334,476850,74948493,7881799167,banana,house,A
What is 3229 times 7384?,23842936,41214929,75568844,8327477128,935987,banana,house,A
What is 3940 times 4037?,15905780,23677951,2495966316,29824502,939346,banana,house,A
