What is 0 times 0?,0,2,3,498,banana,house,,A
What is 0 times 1?,0,1,100,3,banana,house,,A
What is 0 times 2?,0,180,4,banana,house,,,A
What is 0 times 3?,0,478,5,7,banana,house,,A
What is 0 times 4?,0,6,607,7,banana,house,,A
What is 0 times 5?,0,2,500,7,banana,house,,A
What is 0 times 6?,0,6,8,971,banana,house,,A
What is 0 times 7?,0,2,316,9,banana,house,,A
What is 0 times 8?,0,1,5,688,banana,house,,A
What is 0 times 9?,0,1,410,6,banana,house,,A
What is 1 times 0?,0,4,683,9,banana,house,,A
What is 1 times 1?,1,5,7,764,banana,house,,A
What is 1 times 2?,2,460,5,7,banana,house,,A
What is 1 times 3?,1,3,494,9,banana,house,,B
What is 1 times 4?,294,3,4,6,banana,house,,C
What is 1 times 5?,3,5,967,banana,house,,,B
What is 1 times 6?,1,4,583,6,banana,house,,D
What is 1 times 7?,3,5,7,844,banana,house,,C
What is 1 times 8?,360,7,8,9,banana,house,,C
What is 1 times 9?,2,3,523,9,banana,house,,D
What is 2 times 0?,0,2,4,785,banana,house,,A
What is 2 times 1?,2,6,601,banana,house,,,A
What is 2 times 2?,4,5,6,657,banana,house,,A
What is 2 times 3?,2,6,616,7,banana,house,,B
What is 2 times 4?,1,6,8,975,banana,house,,C
What is 2 times 5?,10,35,4,6116,74,banana,house,A
What is 2 times 6?,12,14,4,7045,76,banana,house,A
What is 2 times 7?,14,3306,44,5,91,banana,house,A
What is 2 times 8?,16,8,91,9437,96,banana,house,A
What is 2 times 9?,18,55,77,9,9354,banana,house,A
What is 3 times 0?,0,115,2,3,banana,house,,A
What is 3 times 1?,3,481,7,banana,house,,,A
What is 3 times 2?,282,4,6,7,banana,house,,C
What is 3 times 3?,6,7,9,929,banana,house,,C
What is 3 times 4?,12,28,3674,68,7,banana,house,A
What is 3 times 5?,15,27,40,7,9828,banana,house,A
What is 3 times 6?,18,20,3,40,8700,banana,house,A
What is 3 times 7?,21,3011,39,5,53,banana,house,A
What is 3 times 8?,24,36,6,6557,78,banana,house,A
What is 3 times 9?,1536,27,70,9,91,banana,house,B
What is 4 times 0?,0,3,626,banana,house,,,A
What is 4 times 1?,1,2,4,981,banana,house,,C
What is 4 times 2?,1,2,530,8,banana,house,,D
What is 4 times 3?,12,26,5,6945,82,banana,house,A
What is 4 times 4?,12,16,27,5690,7,banana,house,B
What is 4 times 5?,20,4,44,68,6976,banana,house,A
What is 4 times 6?,24,2564,37,5,95,banana,house,A
What is 4 times 7?,2199,28,4,46,92,banana,house,B
What is 4 times 8?,13,3,32,37,4904,banana,house,C
What is 4 times 9?,25,36,8064,9,99,banana,house,B
What is 5 times 0?,0,7,8,977,banana,house,,A
What is 5 times 1?,1,5,532,7,banana,house,,B
What is 5 times 2?,10,5,72,8711,91,banana,house,A
What is 5 times 3?,15,1847,3,71,92,banana,house,A
What is 5 times 4?,1,20,22,5837,94,banana,house,B
What is 5 times 5?,10,25,4,80,9344,banana,house,B
What is 5 times 6?,30,3841,41,42,8,banana,house,A
What is 5 times 7?,12,2,35,60,9949,banana,house,C
What is 5 times 8?,40,6665,67,70,8,banana,house,A
What is 5 times 9?,38,4,45,5628,92,banana,house,C
What is 6 times 0?,0,3,432,banana,house,,,A
What is 6 times 1?,4,6,730,banana,house,,,B
What is 6 times 2?,12,26,27,3099,5,banana,house,A
What is 6 times 3?,18,56,73,8,8389,banana,house,A
What is 6 times 4?,24,33,5132,68,8,banana,house,A
What is 6 times 5?,1784,30,56,6,67,banana,house,B
What is 6 times 6?,23,31,36,9,9610,banana,house,C
What is 6 times 7?,2,2635,33,42,54,banana,house,D
What is 6 times 8?,46,48,5,77,8077,banana,house,B
What is 6 times 9?,14,39,4106,54,7,banana,house,D
What is 7 times 0?,0,4,696,9,banana,house,,A
What is 7 times 1?,655,7,8,9,banana,house,,B
What is 7 times 2?,1259,14,3,48,74,banana,house,B
What is 7 times 3?,21,46,6426,8,95,banana,house,A
What is 7 times 4?,28,5040,9,90,98,banana,house,A
What is 7 times 5?,35,57,6096,9,94,banana,house,A
What is 7 times 6?,1,42,67,70,7280,banana,house,B
What is 7 times 7?,3910,4,49,83,99,banana,house,C
What is 7 times 8?,3143,4,53,56,77,banana,house,D
What is 7 times 9?,1,3461,63,91,92,banana,house,C
What is 8 times 0?,0,5,517,6,banana,house,,A
What is 8 times 1?,2,7,8,829,banana,house,,C
What is 8 times 2?,16,5748,8,92,95,banana,house,A
What is 8 times 3?,24,62,66,8,9607,banana,house,A
What is 8 times 4?,18,32,9,9466,95,banana,house,B
What is 8 times 5?,2284,37,40,65,7,banana,house,C
What is 8 times 6?,38,48,5760,6,83,banana,house,B
What is 8 times 7?,2059,3,51,56,91,banana,house,D
What is 8 times 8?,24,6,64,81,8179,banana,house,C
What is 8 times 9?,1846,32,39,6,72,banana,house,E
What is 9 times 0?,0,2,5,571,banana,house,,A
What is 9 times 1?,4,599,8,9,banana,house,,D
What is 9 times 2?,18,3,64,7570,83,banana,house,A
What is 9 times 3?,27,35,7210,9,96,banana,house,A
What is 9 times 4?,36,47,55,8,8614,banana,house,A
What is 9 times 5?,20,3518,45,8,82,banana,house,C
What is 9 times 6?,1,12,27,3020,54,banana,house,E
What is 9 times 7?,12,13,2,5186,63,banana,house,E
What is 9 times 8?,32,7,72,74,7819,banana,house,C
What is 9 times 9?,17,3985,7,81,86,banana,house,D
