What is 5940 plus 5702?,11642,23621,377,55663,9376038,banana,house,A
What is 7047 plus 5348?,10285,12395,20009,3493814,982,banana,house,B
What is 3401 plus 6247?,3421,67,7399,856383,9648,banana,house,E
What is 8838 plus 2102?,10940,24832,537,5672054,85739,banana,house,A
What is 3370 plus 2481?,3089,33,5851,6292,904819,banana,house,C
What is 7308 plus 6777?,14085,51853,534,74776,9074681,banana,house,A
What is 7782 plus 6463?,14245,28116,351,7428781,95715,banana,house,A
What is 7859 plus 9144?,17003,604,79962,80614,9933438,banana,house,A
What is 9785 plus 4770?,14555,20959,60413,694,8077313,banana,house,A
What is 9633 plus 4593?,1048085,14226,21436,40827,470,banana,house,B
What is 4330 plus 1281?,215507,27,5611,6937,8764,banana,house,C
What is 1976 plus 6723?,3283,47,582752,6912,8699,banana,house,E
What is 3361 plus 7898?,11259,37621,41784,4767947,947,banana,house,A
What is 1915 plus 3257?,2920,3344,5172,58,868691,banana,house,C
What is 1431 plus 7958?,1886,211159,7089,9389,99,banana,house,D
What is 2208 plus 8812?,11020,130,30732,3464349,87847,banana,house,A
What is 6984 plus 3314?,10298,1209341,178,20353,42118,banana,house,A
What is 7823 plus 3452?,11275,3350695,33910,71573,861,banana,house,A
What is 9641 plus 5907?,15548,63939,6659575,71628,839,banana,house,A
What is 8274 plus 1216?,162915,2822,29,5698,9490,banana,house,E
What is 1526 plus 3843?,11,3627,515645,5369,9245,banana,house,D
What is 7940 plus 8443?,16383,43823,685,82634,9420022,banana,house,A
What is 6014 plus 4724?,10738,2542438,30552,378,65531,banana,house,A
What is 9544 plus 7185?,16729,1939470,26401,37769,510,banana,house,A
What is 4586 plus 7427?,12013,2295356,34077,719,83307,banana,house,A
What is 8674 plus 8821?,17495,51050,757,7796448,95550,banana,house,A
What is 7233 plus 3700?,10933,17165,58690,762,8117262,banana,house,A
What is 4190 plus 5422?,19,2710,2776,480320,9612,banana,house,E
What is 6496 plus 1459?,30,4924,5623,667875,7955,banana,house,E
What is 2744 plus 2070?,1179,296863,4471,4814,49,banana,house,D
What is 4305 plus 1530?,20,4937,5410,5835,697817,banana,house,D
What is 1735 plus 8926?,10661,15987,16297,2563819,422,banana,house,A
What is 6056 plus 1138?,5626,60,624514,6843,7194,banana,house,E
What is 4192 plus 6152?,10344,232,2633762,56640,61202,banana,house,A
What is 6428 plus 7672?,14100,23238,3519714,614,76005,banana,house,A
What is 1388 plus 7260?,1612,269054,47,8648,8814,banana,house,D
What is 3482 plus 8587?,12069,195,20322,4885101,92044,banana,house,A
What is 4533 plus 3307?,3638,76,7840,864118,9218,banana,house,C
What is 9573 plus 6593?,16166,27196,447,5879512,68652,banana,house,A
What is 6903 plus 8059?,14962,15244,496,5011610,99505,banana,house,A
What is 4421 plus 2228?,22,3496,6649,9151,943816,banana,house,C
What is 1244 plus 3336?,21,4580,6071,623147,9964,banana,house,B
What is 2541 plus 8451?,10992,32245,3709058,402,51119,banana,house,A
What is 2116 plus 5589?,174589,21,6789,6952,7705,banana,house,E
What is 3935 plus 8548?,12483,362,43809,72031,8416290,banana,house,A
What is 3301 plus 3031?,1648,400548,56,6332,8999,banana,house,D
