What is 161 plus 390?,16957,305,5,551,908,banana,house,D
What is 576 plus 770?,1136,1346,2091,59,792451,banana,house,B
What is 377 plus 778?,1155,12,2767,406703,6901,banana,house,A
What is 988 plus 764?,1752,4787,58,633243,7332,banana,house,A
What is 826 plus 201?,1027,6168,657381,86,8940,banana,house,A
What is 190 plus 290?,303,480,612,8,83490,banana,house,B
What is 829 plus 122?,140,353,49967,9,951,banana,house,E
What is 441 plus 601?,1042,12,3572,463625,7445,banana,house,A
What is 800 plus 460?,1260,40,5953,625600,6822,banana,house,A
What is 382 plus 931?,1313,2015,5221,59,954441,banana,house,A
What is 130 plus 668?,3,330,386,54798,798,banana,house,E
What is 502 plus 772?,1274,2438,3248,58,646012,banana,house,A
What is 794 plus 727?,1521,40,4726,700727,7837,banana,house,A
What is 256 plus 536?,419,6,68873,719,792,banana,house,E
What is 655 plus 234?,3,311,768,86156,889,banana,house,E
What is 654 plus 800?,1454,3262,4314,49,821978,banana,house,A
What is 822 plus 636?,1458,28,3215,788108,8046,banana,house,A
What is 678 plus 261?,169,425,79856,9,939,banana,house,E
What is 836 plus 221?,1057,28,4016,6203,862398,banana,house,A
What is 130 plus 883?,1013,418083,62,6221,7783,banana,house,A
What is 553 plus 863?,1416,211957,34,3489,5485,banana,house,A
What is 234 plus 289?,126,5,523,880,89377,banana,house,C
What is 680 plus 727?,1407,39,4783,4804,820767,banana,house,A
What is 126 plus 467?,181,27575,593,8,804,banana,house,C
What is 614 plus 966?,1580,33,7126,8680,993522,banana,house,A
What is 496 plus 603?,1099,30,302647,3253,8763,banana,house,A
What is 331 plus 133?,1,45370,464,518,882,banana,house,C
What is 522 plus 327?,36812,4,787,849,860,banana,house,D
What is 167 plus 281?,448,52584,549,8,987,banana,house,A
What is 987 plus 568?,1555,5043,61,8005,913920,banana,house,A
What is 142 plus 722?,51012,7,852,864,944,banana,house,D
What is 503 plus 726?,1229,838315,92,9605,9784,banana,house,A
What is 905 plus 139?,1044,2791,579094,67,9530,banana,house,A
What is 946 plus 998?,1694,1944,5025,663996,76,banana,house,B
What is 505 plus 852?,1357,1643,7347,76,902328,banana,house,A
What is 745 plus 150?,294,398,62171,8,895,banana,house,E
What is 411 plus 892?,1303,31,542983,5684,8558,banana,house,A
What is 401 plus 727?,1128,1893,28,586097,9470,banana,house,A
What is 949 plus 761?,1710,218669,2481,74,8400,banana,house,A
What is 284 plus 897?,1181,3216,533648,60,9952,banana,house,A
What is 431 plus 561?,125,283,8,87373,992,banana,house,E
What is 829 plus 306?,1135,2477,42,439817,8449,banana,house,A
What is 808 plus 764?,1572,21,219710,3024,3686,banana,house,A
What is 823 plus 560?,1383,2397,6946,77,841635,banana,house,A
What is 493 plus 844?,1337,3619,58,677079,9383,banana,house,A
What is 489 plus 144?,274,6,633,84120,886,banana,house,C
What is 992 plus 775?,1767,28,287555,3459,3656,banana,house,A
What is 887 plus 829?,1716,1840,424553,49,7874,banana,house,A
What is 847 plus 887?,1734,289473,5731,8311,90,banana,house,A
What is 220 plus 234?,103,11600,307,454,5,banana,house,D
What is 569 plus 609?,10,1178,737517,9169,9904,banana,house,B
What is 605 plus 343?,322,69472,702,8,948,banana,house,E
What is 519 plus 552?,1071,1107,2300,41,673929,banana,house,A
What is 384 plus 734?,1118,1801,255457,33,4401,banana,house,A
What is 156 plus 768?,137,14250,3,457,924,banana,house,E
What is 783 plus 691?,1474,151413,21,5889,6424,banana,house,A
What is 211 plus 526?,265,282,5,737,90096,banana,house,D
What is 776 plus 808?,1584,3906,477685,84,8460,banana,house,A
What is 136 plus 195?,331,406,58309,6,886,banana,house,A
What is 488 plus 939?,1427,168079,2108,80,8001,banana,house,A
What is 399 plus 582?,224,237,5,53150,981,banana,house,E
What is 639 plus 523?,1162,319205,4438,9595,99,banana,house,A
What is 726 plus 159?,211,21491,685,885,9,banana,house,D
What is 595 plus 841?,1436,5705,7996,87,988980,banana,house,A
What is 424 plus 365?,27001,6,638,688,789,banana,house,E
What is 729 plus 676?,1405,621919,90,9132,9514,banana,house,A
What is 604 plus 927?,1531,302957,3947,47,4812,banana,house,A
What is 101 plus 221?,124,2,322,37175,576,banana,house,C
What is 918 plus 730?,15,1648,450006,7783,7793,banana,house,B
What is 458 plus 673?,1131,1185,310960,4478,91,banana,house,A
What is 806 plus 388?,1194,2111,414870,49,5168,banana,house,A
What is 618 plus 663?,1100,1281,24,6307,819150,banana,house,B
What is 441 plus 449?,1,33020,505,841,890,banana,house,E
What is 298 plus 438?,446,72193,736,8,953,banana,house,C
What is 916 plus 136?,1052,29,3224,757667,8888,banana,house,A
What is 571 plus 985?,1556,6490,69,922072,9797,banana,house,A
What is 933 plus 523?,1456,1917,48,692385,9537,banana,house,A
What is 842 plus 794?,12,1636,318379,6169,9779,banana,house,B
What is 691 plus 801?,1492,18,256557,6434,6793,banana,house,A
What is 387 plus 960?,1347,1510,58,6556,756944,banana,house,A
What is 647 plus 962?,1609,33,3719,724103,7382,banana,house,A
What is 219 plus 985?,1204,14,384685,6050,6152,banana,house,A
What is 523 plus 188?,4,58704,608,711,998,banana,house,D
What is 562 plus 949?,1511,417003,4541,5958,77,banana,house,A
What is 279 plus 214?,1,36489,483,493,903,banana,house,D
What is 194 plus 554?,125,618,748,75543,8,banana,house,C
What is 257 plus 294?,448,50679,551,595,9,banana,house,C
What is 894 plus 435?,1329,2609,3347,76,809589,banana,house,A
What is 235 plus 310?,137,545,60801,8,841,banana,house,B
What is 830 plus 985?,10,1815,2897,426087,9558,banana,house,B
What is 145 plus 803?,2,53684,708,948,968,banana,house,D
What is 578 plus 147?,12946,205,5,633,725,banana,house,E
What is 691 plus 876?,1567,310297,4438,51,6114,banana,house,A
What is 297 plus 393?,383,6,645,67817,690,banana,house,E
What is 787 plus 220?,1007,30,3446,386929,5467,banana,house,A
What is 217 plus 115?,23418,332,673,737,9,banana,house,B
What is 311 plus 655?,45527,458,6,662,966,banana,house,E
What is 244 plus 821?,1065,174703,31,5011,5641,banana,house,A
What is 418 plus 727?,1145,153190,6549,66,9856,banana,house,A
What is 233 plus 129?,1,23884,362,582,791,banana,house,C
What is 492 plus 155?,188,33459,536,647,7,banana,house,D
What is 821 plus 710?,1531,448475,49,6826,8304,banana,house,A
What is 937 plus 302?,1239,2286,69,695370,9740,banana,house,A
What is 234 plus 195?,22748,429,8,921,932,banana,house,B
What is 566 plus 417?,71675,759,8,800,983,banana,house,E
What is 337 plus 329?,247,5,57638,666,981,banana,house,D
What is 501 plus 287?,52567,6,781,788,816,banana,house,D
What is 564 plus 599?,1163,1495,2070,218370,70,banana,house,A
What is 459 plus 590?,1049,3798,46,8556,905245,banana,house,A
What is 456 plus 718?,1174,23,3087,525392,9322,banana,house,A
What is 937 plus 831?,1768,2752,6339,780999,81,banana,house,A
What is 172 plus 911?,1083,520286,5949,69,9728,banana,house,A
What is 704 plus 523?,1227,266744,4908,4992,80,banana,house,A
What is 593 plus 493?,1086,2082,36,6582,953452,banana,house,A
What is 810 plus 705?,1515,8063,8132,82,925571,banana,house,A
What is 450 plus 657?,1107,3835,4869,802131,94,banana,house,A
What is 179 plus 857?,1036,2873,725030,85,8972,banana,house,A
What is 574 plus 433?,1007,2599,32,422998,8294,banana,house,A
What is 515 plus 171?,211,52914,686,7,712,banana,house,C
What is 606 plus 760?,1366,2007,2483,37,956721,banana,house,A
What is 242 plus 694?,1,29231,751,873,936,banana,house,E
What is 776 plus 252?,1028,47,508926,8421,9704,banana,house,A
What is 730 plus 691?,1421,36,4205,814622,8326,banana,house,A
What is 998 plus 424?,1422,5910,5989,65,852658,banana,house,A
What is 452 plus 191?,108,62978,643,696,9,banana,house,C
What is 967 plus 230?,1197,2022,57,5819,675547,banana,house,A
What is 154 plus 100?,24378,254,6,673,820,banana,house,B
What is 981 plus 388?,1369,1510,4854,65,836333,banana,house,A
What is 704 plus 503?,1207,500099,61,6212,7271,banana,house,A
What is 545 plus 658?,1203,245824,3841,4460,70,banana,house,A
What is 292 plus 668?,493,6,64687,960,963,banana,house,D
What is 257 plus 395?,27600,3,652,786,993,banana,house,C
What is 111 plus 173?,116,284,3,73792,763,banana,house,B
What is 773 plus 547?,1320,2387,27,3224,773440,banana,house,A
What is 925 plus 525?,1450,288531,7974,8471,89,banana,house,A
What is 565 plus 621?,1186,472566,59,7948,8373,banana,house,A
What is 331 plus 290?,1,534,621,719,85751,banana,house,C
What is 610 plus 967?,1577,44,4878,530794,9220,banana,house,A
What is 659 plus 690?,1349,14,1548,695748,7012,banana,house,A
What is 594 plus 821?,1415,2854,604923,7038,84,banana,house,A
What is 807 plus 181?,245,46624,847,9,988,banana,house,E
What is 576 plus 629?,1205,192742,2281,88,9574,banana,house,A
What is 351 plus 583?,2,745,859,934,99662,banana,house,D
What is 748 plus 652?,1400,1864,53,6119,661023,banana,house,A
What is 897 plus 111?,1008,592025,75,8438,8681,banana,house,A
What is 687 plus 851?,1538,55,6431,7897,936997,banana,house,A
What is 401 plus 396?,136,271,5,797,83886,banana,house,D
What is 366 plus 162?,3,528,584,744,85085,banana,house,B
What is 152 plus 772?,1,398,47593,924,928,banana,house,D
What is 596 plus 184?,2,229,46418,617,780,banana,house,E
What is 358 plus 235?,387,43679,5,593,730,banana,house,D
What is 114 plus 859?,214,3,718,87564,973,banana,house,E
What is 856 plus 254?,1110,32,373943,7058,8317,banana,house,A
What is 901 plus 817?,1718,33,4869,8944,938202,banana,house,A
What is 640 plus 982?,1542,1622,20,252117,6617,banana,house,B
What is 709 plus 941?,1650,3525,62,907789,9125,banana,house,A
What is 492 plus 343?,3,37637,550,776,835,banana,house,E
What is 691 plus 851?,1542,1890,377238,6653,92,banana,house,A
What is 873 plus 939?,1812,1860,2900,31,586554,banana,house,A
What is 508 plus 587?,1095,345011,5937,78,8803,banana,house,A
What is 488 plus 799?,1287,252200,43,7390,8775,banana,house,A
What is 643 plus 991?,1194,1634,46,8122,936039,banana,house,B
What is 559 plus 491?,1050,143010,6172,9687,97,banana,house,A
What is 199 plus 644?,462,7,752,843,90017,banana,house,D
What is 767 plus 978?,1745,380061,44,5466,6488,banana,house,A
What is 921 plus 200?,1121,5183,69,7408,910707,banana,house,A
What is 791 plus 867?,1658,4193,453796,4961,76,banana,house,A
What is 793 plus 806?,111091,1599,3947,6132,80,banana,house,B
