What is 35 divided by 1?,3,35,57,81,9452,banana,house,B
What is 69 divided by 69?,1,2,395,6,banana,house,,A
What is 75 divided by 75?,1,2,656,banana,house,,,A
What is 58 divided by 2?,29,72,9,9026,96,banana,house,A
What is 90 divided by 5?,17,18,2912,6,81,banana,house,B
What is 88 divided by 88?,1,483,7,8,banana,house,,A
What is 83 divided by 83?,1,296,3,5,banana,house,,A
What is 44 divided by 4?,11,33,4217,7,97,banana,house,A
What is 85 divided by 85?,1,2,325,8,banana,house,,A
What is 64 divided by 2?,2076,32,47,6,80,banana,house,B
What is 78 divided by 3?,1,26,3853,44,90,banana,house,B
What is 72 divided by 9?,145,4,8,9,banana,house,,C
What is 18 divided by 9?,2,5,501,8,banana,house,,A
What is 10 divided by 5?,2,3,7,855,banana,house,,A
What is 28 divided by 28?,1,3,6,899,banana,house,,A
What is 35 divided by 35?,1,221,3,7,banana,house,,A
What is 54 divided by 9?,3,4,6,832,banana,house,,C
What is 78 divided by 26?,1,3,506,7,banana,house,,B
What is 57 divided by 57?,1,319,6,8,banana,house,,A
What is 64 divided by 4?,16,4,51,8743,95,banana,house,A
What is 61 divided by 1?,27,5,61,81,9459,banana,house,C
What is 84 divided by 84?,1,3,697,8,banana,house,,A
What is 81 divided by 27?,2,3,539,banana,house,,,B
What is 96 divided by 8?,1,12,1585,76,88,banana,house,B
What is 75 divided by 3?,25,3764,77,78,9,banana,house,A
What is 80 divided by 8?,10,72,8,81,8800,banana,house,A
What is 50 divided by 2?,25,31,3832,5,95,banana,house,A
What is 26 divided by 1?,26,3337,4,83,89,banana,house,A
What is 37 divided by 1?,1577,37,5,61,70,banana,house,B
What is 95 divided by 95?,1,124,3,8,banana,house,,A
What is 98 divided by 2?,1993,25,49,75,9,banana,house,C
What is 40 divided by 5?,1,2,409,8,banana,house,,D
What is 52 divided by 1?,1,3163,49,52,54,banana,house,D
What is 91 divided by 91?,1,630,7,9,banana,house,,A
What is 90 divided by 45?,2,5,526,9,banana,house,,A
What is 86 divided by 43?,2,294,3,banana,house,,,A
What is 63 divided by 9?,3,5,7,936,banana,house,,C
What is 44 divided by 11?,4,5,572,7,banana,house,,A
What is 40 divided by 8?,3,470,5,7,banana,house,,C
What is 48 divided by 16?,2,253,3,7,banana,house,,C
What is 30 divided by 2?,15,2,2721,44,91,banana,house,A
What is 84 divided by 1?,3,61,7696,84,88,banana,house,D
What is 12 divided by 3?,2,4,7,902,banana,house,,B
What is 50 divided by 5?,10,33,37,5867,6,banana,house,A
What is 84 divided by 6?,14,5675,7,77,99,banana,house,A
What is 84 divided by 7?,12,25,3,5539,72,banana,house,A
What is 76 divided by 2?,1607,38,8,81,82,banana,house,B
What is 32 divided by 16?,2,245,5,7,banana,house,,A
What is 92 divided by 46?,175,2,6,8,banana,house,,B
What is 77 divided by 7?,11,3427,35,5,71,banana,house,A
What is 30 divided by 5?,2,385,6,banana,house,,,C
What is 88 divided by 8?,11,19,4,81,8155,banana,house,A
What is 98 divided by 49?,1,2,3,606,banana,house,,B
What is 72 divided by 4?,18,38,3833,5,82,banana,house,A
What is 24 divided by 24?,1,3,404,5,banana,house,,A
What is 51 divided by 17?,3,5,6,811,banana,house,,A
What is 66 divided by 22?,1,3,5,912,banana,house,,B
What is 60 divided by 30?,2,4,5,752,banana,house,,A
What is 98 divided by 98?,1,5,518,7,banana,house,,A
What is 74 divided by 37?,143,2,8,9,banana,house,,B
What is 28 divided by 7?,4,465,6,8,banana,house,,A
What is 89 divided by 89?,1,514,6,8,banana,house,,A
What is 55 divided by 55?,1,5,7,775,banana,house,,A
What is 73 divided by 73?,1,7,8,923,banana,house,,A
What is 70 divided by 7?,10,11,3720,4,45,banana,house,A
What is 55 divided by 5?,11,2965,3,91,98,banana,house,A
What is 46 divided by 1?,4,46,6167,75,83,banana,house,B
What is 36 divided by 9?,177,4,6,7,banana,house,,B
What is 56 divided by 8?,4,6,7,734,banana,house,,C
What is 90 divided by 6?,15,2494,37,5,78,banana,house,A
What is 85 divided by 17?,378,4,5,6,banana,house,,C
What is 35 divided by 5?,1,3,7,781,banana,house,,C
What is 20 divided by 4?,2,3,468,5,banana,house,,D
What is 72 divided by 18?,2,4,543,8,banana,house,,B
What is 53 divided by 53?,1,4,7,929,banana,house,,A
What is 78 divided by 2?,1004,21,23,39,8,banana,house,D
What is 60 divided by 3?,15,20,3476,4,95,banana,house,B
What is 70 divided by 35?,172,2,4,7,banana,house,,B
What is 88 divided by 44?,2,3,8,942,banana,house,,A
What is 42 divided by 7?,2,5,6,954,banana,house,,C
What is 22 divided by 2?,11,47,62,9,9169,banana,house,A
What is 14 divided by 7?,2,4,589,8,banana,house,,A
What is 18 divided by 3?,4,6,9,952,banana,house,,B
What is 66 divided by 6?,11,7,84,8559,90,banana,house,A
What is 34 divided by 2?,17,23,2920,3,95,banana,house,A
What is 32 divided by 2?,16,35,49,5,7245,banana,house,A
What is 99 divided by 99?,1,2,3,306,banana,house,,A
What is 78 divided by 39?,114,2,5,banana,house,,,B
What is 20 divided by 10?,2,5,7,845,banana,house,,A
What is 80 divided by 80?,1,363,5,9,banana,house,,A
What is 92 divided by 4?,23,34,4,4458,57,banana,house,A
What is 54 divided by 18?,2,3,6,613,banana,house,,B
What is 67 divided by 1?,54,67,7,7021,94,banana,house,B
What is 81 divided by 81?,1,2,3,303,banana,house,,A
What is 76 divided by 76?,1,6,8,931,banana,house,,A
What is 99 divided by 1?,17,3085,8,86,99,banana,house,E
What is 97 divided by 97?,1,4,496,7,banana,house,,A
What is 61 divided by 61?,1,2,318,4,banana,house,,A
What is 96 divided by 32?,3,4,657,banana,house,,,A
What is 52 divided by 52?,1,2,784,8,banana,house,,A
What is 15 divided by 3?,4,5,6,722,banana,house,,B
What is 80 divided by 4?,20,30,3788,43,8,banana,house,A
What is 81 divided by 9?,2,526,6,9,banana,house,,D
What is 15 divided by 5?,3,388,8,9,banana,house,,A
What is 68 divided by 68?,1,5,655,7,banana,house,,A
What is 36 divided by 4?,6,635,8,9,banana,house,,D
What is 33 divided by 3?,11,26,4,46,6326,banana,house,A
What is 63 divided by 7?,4,5,875,9,banana,house,,D
What is 78 divided by 13?,3,301,6,7,banana,house,,C
What is 84 divided by 4?,21,24,3,5844,86,banana,house,A
What is 92 divided by 2?,46,7,79,91,9263,banana,house,A
What is 86 divided by 86?,1,2,9,939,banana,house,,A
What is 35 divided by 7?,5,6,9,954,banana,house,,A
What is 64 divided by 8?,2,6,718,8,banana,house,,D
What is 88 divided by 2?,2,43,44,4724,85,banana,house,C
What is 48 divided by 48?,1,264,8,banana,house,,,A
What is 80 divided by 5?,10,16,3897,9,99,banana,house,B
What is 96 divided by 2?,2,48,58,85,8729,banana,house,B
What is 30 divided by 6?,3,5,552,9,banana,house,,B
What is 56 divided by 56?,1,2,3,655,banana,house,,A
What is 66 divided by 66?,1,4,500,7,banana,house,,A
What is 25 divided by 25?,1,5,569,8,banana,house,,A
What is 27 divided by 3?,2,771,8,9,banana,house,,D
What is 24 divided by 6?,184,4,6,8,banana,house,,B
What is 70 divided by 14?,5,6,679,9,banana,house,,A
What is 32 divided by 32?,1,2,6,909,banana,house,,A
What is 66 divided by 3?,1,22,3982,66,71,banana,house,B
What is 90 divided by 90?,1,6,9,928,banana,house,,A
What is 50 divided by 50?,1,3,961,banana,house,,,A
What is 60 divided by 6?,10,2812,3,67,74,banana,house,A
What is 99 divided by 9?,11,7,8338,97,98,banana,house,A
What is 88 divided by 4?,22,4,56,8470,96,banana,house,A
What is 90 divided by 1?,19,2,66,6797,90,banana,house,E
What is 71 divided by 71?,1,3,4,709,banana,house,,A
What is 36 divided by 36?,1,152,5,8,banana,house,,A
What is 72 divided by 24?,3,364,6,9,banana,house,,A
What is 48 divided by 6?,2,741,8,9,banana,house,,C
What is 57 divided by 3?,19,7394,75,8,91,banana,house,A
What is 24 divided by 8?,3,5,527,8,banana,house,,A
What is 41 divided by 1?,1,21,41,47,7122,banana,house,C
What is 52 divided by 4?,13,2,21,5411,71,banana,house,A
What is 43 divided by 43?,1,373,7,8,banana,house,,A
What is 96 divided by 16?,2,6,755,8,banana,house,,B
What is 66 divided by 33?,1,2,3,549,banana,house,,B
What is 24 divided by 1?,2,24,2876,56,80,banana,house,B
What is 75 divided by 1?,39,4122,6,75,93,banana,house,D
What is 26 divided by 26?,1,4,435,5,banana,house,,A
What is 90 divided by 9?,10,13,2228,64,8,banana,house,A
What is 91 divided by 7?,1,11,13,64,6627,banana,house,C
What is 45 divided by 9?,1,2,5,775,banana,house,,C
What is 32 divided by 8?,3,4,5,543,banana,house,,B
What is 72 divided by 6?,12,2314,29,30,5,banana,house,A
What is 40 divided by 4?,10,20,2703,47,9,banana,house,A
What is 36 divided by 6?,4,6,649,8,banana,house,,B
What is 64 divided by 16?,2,4,6,603,banana,house,,B
What is 84 divided by 42?,105,2,4,5,banana,house,,B
What is 93 divided by 93?,1,6,8,978,banana,house,,A
What is 84 divided by 3?,17,28,39,8,8770,banana,house,B
What is 70 divided by 5?,1,14,3449,52,97,banana,house,B
What is 11 divided by 11?,1,2,355,9,banana,house,,A
What is 68 divided by 4?,17,1720,2,24,77,banana,house,A
What is 42 divided by 42?,1,3,4,457,banana,house,,A
What is 82 divided by 2?,2,2417,41,52,97,banana,house,C
What is 65 divided by 5?,13,3,7586,96,97,banana,house,A
What is 42 divided by 21?,2,3,7,796,banana,house,,A
What is 10 divided by 1?,10,75,78,9,9537,banana,house,A
What is 92 divided by 92?,1,2,415,5,banana,house,,A
What is 24 divided by 3?,433,6,8,9,banana,house,,C
What is 45 divided by 5?,5,6,649,9,banana,house,,D
What is 73 divided by 1?,28,35,73,7818,8,banana,house,C
What is 40 divided by 1?,40,5047,67,70,8,banana,house,A
What is 10 divided by 2?,3,5,6,806,banana,house,,B
What is 18 divided by 6?,140,3,5,banana,house,,,B
What is 16 divided by 2?,1,431,7,8,banana,house,,D
What is 76 divided by 38?,2,516,8,banana,house,,,A
What is 54 divided by 6?,130,7,9,banana,house,,,C
What is 30 divided by 10?,3,319,8,9,banana,house,,A
What is 96 divided by 96?,1,3,589,9,banana,house,,A
What is 79 divided by 79?,1,5,503,banana,house,,,A
What is 32 divided by 4?,1,404,5,8,banana,house,,D
What is 70 divided by 2?,35,4,51,5909,87,banana,house,A
What is 63 divided by 63?,1,419,5,6,banana,house,,A
What is 62 divided by 31?,1,2,5,801,banana,house,,B
What is 26 divided by 2?,13,1351,15,64,7,banana,house,A
What is 51 divided by 3?,17,18,3322,6,87,banana,house,A
What is 63 divided by 21?,2,3,529,9,banana,house,,B
What is 56 divided by 28?,2,351,6,7,banana,house,,A
What is 53 divided by 1?,20,53,81,9,9186,banana,house,B
What is 75 divided by 5?,1,15,2041,21,58,banana,house,B
What is 84 divided by 21?,3,4,541,9,banana,house,,B
What is 34 divided by 34?,1,2,406,7,banana,house,,A
What is 12 divided by 12?,1,2,674,9,banana,house,,A
What is 39 divided by 3?,13,18,3,46,7343,banana,house,A
What is 36 divided by 3?,12,18,2093,3,51,banana,house,A
What is 76 divided by 4?,1,1739,19,36,68,banana,house,C
What is 42 divided by 14?,3,716,8,9,banana,house,,A
What is 80 divided by 1?,3259,49,6,80,85,banana,house,D
What is 87 divided by 87?,1,4,494,8,banana,house,,A
What is 38 divided by 19?,2,4,7,854,banana,house,,A
What is 42 divided by 3?,14,2778,50,7,77,banana,house,A
